plate_id,ctrl_type,value_raw
PLT-A-PBM-IL6-ctrl,pos,9.82
PLT-A-PBM-IL6-ctrl,pos,10.38
PLT-A-PBM-IL6-ctrl,pos,8.75
PLT-A-PBM-IL6-ctrl,pos,9.54
PLT-A-PBM-TNF-ctrl,neg,102.15
PLT-A-PBM-TNF-ctrl,neg,99.83
PLT-A-PBM-TNF-ctrl,neg,99.52
PLT-A-PBM-TNF-ctrl,neg,101.05
PLT-A-PBM-TNF-ctrl,neg,99.49
PLT-A-PBM-TNF-ctrl,neg,99.32
PLT-A-PBM-TNF-ctrl,neg,102.07
PLT-A-PBM-TNF-ctrl,neg,102.52
PLT-A-PBM-TNF-ctrl,pos,10.87
PLT-A-PBM-TNF-ctrl,pos,9.87
PLT-A-PBM-TNF-ctrl,pos,8.29
PLT-A-PBM-TNF-ctrl,pos,9.88
PLT-A-PBM-TNF-ctrl,pos,9.39
PLT-A-PBM-TNF-ctrl,pos,9.9
PLT-A-PBM-TNF-ctrl,pos,9.46
PLT-A-PBM-TNF-ctrl,pos,9.98
PLT-A-PBM-C3a-ctrl,neg,100.04
PLT-A-PBM-C3a-ctrl,neg,98.34
PLT-A-PBM-C3a-ctrl,neg,97.5
PLT-A-PBM-C3a-ctrl,neg,98.38
PLT-A-PBM-C3a-ctrl,neg,100.78
PLT-A-PBM-C3a-ctrl,neg,100.69
PLT-A-PBM-C3a-ctrl,neg,98.4
PLT-A-PBM-C3a-ctrl,neg,95.58
PLT-A-PBM-C3a-ctrl,pos,9.28
PLT-A-PBM-C3a-ctrl,pos,10.55
PLT-A-PBM-C3a-ctrl,pos,9.4
PLT-A-PBM-C3a-ctrl,pos,10.12
PLT-A-PBM-C3a-ctrl,pos,11.89
PLT-A-PBM-C3a-ctrl,pos,10.6
PLT-A-PBM-C5a-ctrl,neg,105.24
PLT-A-PBM-C5a-ctrl,neg,100.36
PLT-A-PBM-C5a-ctrl,neg,100.9
PLT-A-PBM-C5a-ctrl,neg,98.59
PLT-A-PBM-C5a-ctrl,neg,102.04
PLT-A-PBM-C5a-ctrl,neg,101.52
PLT-A-PBM-C5a-ctrl,neg,101.53
PLT-A-PBM-C5a-ctrl,neg,100.43
PLT-A-PBM-C5a-ctrl,pos,10.83
PLT-A-PBM-C5a-ctrl,pos,11.02
PLT-A-PBM-C5a-ctrl,pos,10.23
PLT-A-PBM-C5a-ctrl,pos,9.91
PLT-A-PBM-C5a-ctrl,pos,10.72
PLT-A-PBM-C5a-ctrl,pos,9.28
PLT-A-PBM-C5a-ctrl,pos,9.43
PLT-A-PBM-C5a-ctrl,pos,9.96
PLT-A-PBM-TLR-ctrl,neg,102.41
PLT-A-PBM-TLR-ctrl,neg,101.06
PLT-A-PBM-TLR-ctrl,neg,101.5
PLT-A-PBM-TLR-ctrl,neg,99.07
PLT-A-PBM-TLR-ctrl,neg,99.6
PLT-A-PBM-TLR-ctrl,neg,99.76
PLT-A-PBM-TLR-ctrl,neg,99.9
PLT-A-PBM-TLR-ctrl,neg,102.34
PLT-A-PBM-TLR-ctrl,pos,8.12
PLT-A-PBM-TLR-ctrl,pos,10.02
PLT-A-PBM-TLR-ctrl,pos,9.94
PLT-A-PBM-TLR-ctrl,pos,8.9
PLT-A-PBM-TLR-ctrl,pos,9.42
PLT-A-PBM-TLR-ctrl,pos,9.71
PLT-A-PBM-TLR-ctrl,pos,11.48
PLT-B-PHH-Cel-ctrl,neg,99.66
PLT-B-PHH-Cel-ctrl,neg,101.66
PLT-B-PHH-Cel-ctrl,neg,101.08
PLT-B-PHH-Cel-ctrl,neg,99.49
PLT-B-PHH-Cel-ctrl,neg,101.68
PLT-B-PHH-Cel-ctrl,neg,100.28
PLT-B-PHH-Cel-ctrl,neg,98.85
PLT-B-PHH-Cel-ctrl,neg,98.58
PLT-B-PHH-Cel-ctrl,pos,10.33
PLT-B-PHH-Cel-ctrl,pos,9.93
PLT-B-PHH-Cel-ctrl,pos,8.9
PLT-B-PHH-Cel-ctrl,pos,10.68
PLT-B-PHH-Cel-ctrl,pos,9.62
PLT-B-PHH-Cel-ctrl,pos,11.27
PLT-B-PHH-Cel-ctrl,pos,8.88
PLT-B-PHH-Cel-ctrl,pos,9.86
PLT-B-PHH-LDH-ctrl,neg,98.73
PLT-B-PHH-LDH-ctrl,neg,97.78
PLT-B-PHH-LDH-ctrl,neg,102.06
PLT-B-PHH-LDH-ctrl,neg,97.77
PLT-B-PHH-LDH-ctrl,neg,97.96
PLT-B-PHH-LDH-ctrl,neg,98.47
PLT-B-PHH-LDH-ctrl,neg,100.23
PLT-B-PHH-LDH-ctrl,neg,101.24
PLT-B-PHH-LDH-ctrl,pos,10.95
PLT-B-PHH-LDH-ctrl,pos,10.84
PLT-B-PHH-LDH-ctrl,pos,10.0
PLT-B-PHH-LDH-ctrl,pos,10.82
PLT-B-PHH-LDH-ctrl,pos,9.46
PLT-B-PHH-LDH-ctrl,pos,8.54
PLT-B-PHH-ALT-ctrl,neg,98.37
PLT-B-PHH-ALT-ctrl,neg,96.86
PLT-B-PHH-ALT-ctrl,neg,95.95
PLT-B-PHH-ALT-ctrl,neg,100.14
PLT-B-PHH-ALT-ctrl,neg,100.6
PLT-B-PHH-ALT-ctrl,neg,102.09
PLT-B-PHH-ALT-ctrl,neg,100.3
PLT-B-PHH-ALT-ctrl,pos,11.08
PLT-B-PHH-ALT-ctrl,pos,9.15
PLT-B-PHH-ALT-ctrl,pos,10.37
PLT-B-PHH-ALT-ctrl,pos,10.54
PLT-B-PHH-ALT-ctrl,pos,9.56
PLT-B-PHH-ALT-ctrl,pos,8.85
PLT-B-PHH-ALT-ctrl,pos,10.08
PLT-B-PHH-Cas-ctrl,neg,101.73
PLT-B-PHH-Cas-ctrl,neg,101.95
PLT-B-PHH-Cas-ctrl,neg,102.8
PLT-B-PHH-Cas-ctrl,neg,100.85
PLT-B-PHH-Cas-ctrl,neg,99.78
PLT-B-PHH-Cas-ctrl,neg,99.49
PLT-B-PHH-Cas-ctrl,neg,96.53
PLT-B-PHH-Cas-ctrl,neg,102.68
PLT-B-PHH-Cas-ctrl,pos,9.74
PLT-B-PHH-Cas-ctrl,pos,10.4
PLT-B-PHH-Cas-ctrl,pos,10.54
PLT-B-PHH-Cas-ctrl,pos,9.0
PLT-B-PHH-Cas-ctrl,pos,9.26
PLT-B-PHH-Cas-ctrl,pos,11.24
PLT-B-PHH-Cas-ctrl,pos,10.23
PLT-B-PHH-Cas-ctrl,pos,9.54
PLT-B-PBM-IFN-ctrl,neg,100.23
PLT-B-PBM-IFN-ctrl,neg,101.5
PLT-B-PBM-IFN-ctrl,neg,103.68
PLT-B-PBM-IFN-ctrl,neg,98.73
PLT-B-PBM-IFN-ctrl,neg,98.08
PLT-B-PBM-IFN-ctrl,neg,97.96
PLT-B-PBM-IFN-ctrl,neg,101.99
PLT-B-PBM-IFN-ctrl,neg,102.26
PLT-B-PBM-IFN-ctrl,pos,9.57
PLT-B-PBM-IFN-ctrl,pos,8.29
PLT-B-PBM-IFN-ctrl,pos,9.46
PLT-B-PBM-IFN-ctrl,pos,10.44
PLT-B-PBM-IFN-ctrl,pos,9.95
PLT-B-PBM-IFN-ctrl,pos,10.14
PLT-B-PBM-IFN-ctrl,pos,9.58
PLT-B-PBM-IFN-ctrl,pos,10.81
PLT-B-PBM-IL6-ctrl,neg,100.18
PLT-B-PBM-IL6-ctrl,neg,101.53
PLT-B-PBM-IL6-ctrl,neg,96.57
PLT-B-PBM-IL6-ctrl,neg,100.14
PLT-B-PBM-IL6-ctrl,neg,100.13
PLT-B-PBM-IL6-ctrl,neg,103.72
PLT-B-PBM-IL6-ctrl,neg,97.53
PLT-B-PBM-IL6-ctrl,neg,99.24
PLT-B-PBM-IL6-ctrl,pos,9.26
PLT-B-PBM-IL6-ctrl,pos,9.17
PLT-B-PBM-IL6-ctrl,pos,10.9
PLT-B-PBM-IL6-ctrl,pos,10.02
PLT-B-PBM-IL6-ctrl,pos,9.56
PLT-B-PBM-IL6-ctrl,pos,9.59
PLT-B-PBM-IL6-ctrl,pos,9.55
PLT-B-PBM-IL6-ctrl,pos,9.62
PLT-B-PBM-TNF-ctrl,neg,103.11
PLT-B-PBM-TNF-ctrl,neg,101.43
PLT-B-PBM-TNF-ctrl,neg,98.16
PLT-B-PBM-TNF-ctrl,neg,99.47
PLT-B-PBM-TNF-ctrl,neg,99.53
PLT-B-PBM-TNF-ctrl,neg,98.92
PLT-B-PBM-TNF-ctrl,neg,96.58
PLT-B-PBM-TNF-ctrl,neg,98.64
PLT-B-PBM-TNF-ctrl,pos,11.11
PLT-B-PBM-TNF-ctrl,pos,9.7
PLT-B-PBM-TNF-ctrl,pos,9.92
PLT-B-PBM-TNF-ctrl,pos,10.11
PLT-B-PBM-TNF-ctrl,pos,11.77
PLT-B-PBM-TNF-ctrl,pos,10.01
PLT-B-PBM-TNF-ctrl,pos,10.88
PLT-B-PBM-TNF-ctrl,pos,9.52
PLT-B-PBM-C3a-ctrl,neg,103.0
PLT-B-PBM-C3a-ctrl,neg,103.32
PLT-B-PBM-C3a-ctrl,neg,102.08
PLT-B-PBM-C3a-ctrl,neg,102.4
PLT-B-PBM-C3a-ctrl,neg,100.11
PLT-B-PBM-C3a-ctrl,neg,95.85
PLT-B-PBM-C3a-ctrl,neg,100.06
PLT-B-PBM-C3a-ctrl,neg,101.24
PLT-B-PBM-C3a-ctrl,pos,9.89
PLT-B-PBM-C3a-ctrl,pos,9.86
PLT-B-PBM-C3a-ctrl,pos,9.23
PLT-B-PBM-C3a-ctrl,pos,9.2
PLT-B-PBM-C3a-ctrl,pos,11.47
PLT-B-PBM-C3a-ctrl,pos,11.5
PLT-B-PBM-C3a-ctrl,pos,10.0
PLT-B-PBM-C3a-ctrl,pos,10.23
PLT-B-PBM-C5a-ctrl,neg,100.82
PLT-B-PBM-C5a-ctrl,neg,98.97
PLT-B-PBM-C5a-ctrl,neg,98.08
PLT-B-PBM-C5a-ctrl,neg,104.21
PLT-B-PBM-C5a-ctrl,neg,102.13
PLT-B-PBM-C5a-ctrl,neg,100.69
PLT-B-PBM-C5a-ctrl,neg,99.22
PLT-B-PBM-C5a-ctrl,neg,99.38
PLT-B-PBM-C5a-ctrl,pos,11.23
PLT-B-PBM-C5a-ctrl,pos,10.25
PLT-B-PBM-C5a-ctrl,pos,7.53
PLT-B-PBM-C5a-ctrl,pos,11.94
PLT-B-PBM-C5a-ctrl,pos,10.15
PLT-B-PBM-C5a-ctrl,pos,10.27
PLT-B-PBM-C5a-ctrl,pos,10.87
PLT-B-PBM-C5a-ctrl,pos,10.37
PLT-B-PBM-TLR-ctrl,neg,99.15
PLT-B-PBM-TLR-ctrl,neg,104.42
PLT-B-PBM-TLR-ctrl,neg,101.86
PLT-B-PBM-TLR-ctrl,neg,99.74
PLT-B-PBM-TLR-ctrl,neg,106.4
PLT-B-PBM-TLR-ctrl,neg,98.17
PLT-B-PBM-TLR-ctrl,neg,102.33
PLT-B-PBM-TLR-ctrl,neg,96.93
PLT-B-PBM-TLR-ctrl,pos,9.8
PLT-B-PBM-TLR-ctrl,pos,8.92
PLT-B-PBM-TLR-ctrl,pos,10.21
PLT-B-PBM-TLR-ctrl,pos,10.04
PLT-B-PBM-TLR-ctrl,pos,9.75
PLT-B-PBM-TLR-ctrl,pos,10.87
PLT-B-PBM-TLR-ctrl,pos,9.55
PLT-B-PBM-TLR-ctrl,pos,10.26
PLT-C-PHH-Cel-ctrl,neg,98.38
PLT-C-PHH-Cel-ctrl,neg,99.22
PLT-C-PHH-Cel-ctrl,neg,102.3
PLT-C-PHH-Cel-ctrl,neg,101.06
PLT-C-PHH-Cel-ctrl,neg,102.26
PLT-C-PHH-Cel-ctrl,neg,100.66
PLT-C-PHH-Cel-ctrl,neg,100.79
PLT-C-PHH-Cel-ctrl,neg,96.44
PLT-C-PHH-Cel-ctrl,pos,9.75
PLT-C-PHH-Cel-ctrl,pos,9.82
PLT-C-PHH-Cel-ctrl,pos,10.98
PLT-C-PHH-Cel-ctrl,pos,9.6
PLT-C-PHH-Cel-ctrl,pos,10.21
PLT-C-PHH-Cel-ctrl,pos,10.18
PLT-C-PHH-Cel-ctrl,pos,9.89
PLT-C-PHH-LDH-ctrl,neg,99.94
PLT-C-PHH-LDH-ctrl,neg,97.26
PLT-C-PHH-LDH-ctrl,neg,100.2
PLT-C-PHH-LDH-ctrl,neg,100.74
PLT-C-PHH-LDH-ctrl,neg,98.19
PLT-C-PHH-LDH-ctrl,neg,99.32
PLT-C-PHH-LDH-ctrl,neg,101.07
PLT-C-PHH-LDH-ctrl,pos,9.83
PLT-C-PHH-LDH-ctrl,pos,9.77
PLT-C-PHH-LDH-ctrl,pos,11.52
PLT-C-PHH-LDH-ctrl,pos,9.24
PLT-C-PHH-LDH-ctrl,pos,10.86
PLT-C-PHH-LDH-ctrl,pos,9.08
PLT-C-PHH-LDH-ctrl,pos,10.52
PLT-C-PHH-LDH-ctrl,pos,10.57
PLT-C-PHH-ALT-ctrl,neg,102.3
PLT-C-PHH-ALT-ctrl,neg,99.91
PLT-C-PHH-ALT-ctrl,neg,102.5
PLT-C-PHH-ALT-ctrl,neg,101.02
PLT-C-PHH-ALT-ctrl,neg,99.74
PLT-C-PHH-ALT-ctrl,neg,101.58
PLT-C-PHH-ALT-ctrl,neg,101.59
PLT-C-PHH-ALT-ctrl,neg,100.94
PLT-C-PHH-ALT-ctrl,pos,8.17
PLT-C-PHH-ALT-ctrl,pos,9.21
PLT-C-PHH-ALT-ctrl,pos,11.11
PLT-C-PHH-ALT-ctrl,pos,9.0
PLT-C-PHH-ALT-ctrl,pos,10.71
PLT-C-PHH-ALT-ctrl,pos,10.57
PLT-C-PHH-ALT-ctrl,pos,9.42
PLT-C-PHH-ALT-ctrl,pos,8.4
PLT-C-PHH-Cas-ctrl,neg,102.17
PLT-C-PHH-Cas-ctrl,neg,102.51
PLT-C-PHH-Cas-ctrl,neg,100.75
PLT-C-PHH-Cas-ctrl,neg,99.03
PLT-C-PHH-Cas-ctrl,neg,100.22
PLT-C-PHH-Cas-ctrl,neg,100.76
PLT-C-PHH-Cas-ctrl,neg,98.88
PLT-C-PHH-Cas-ctrl,neg,102.67
PLT-C-PHH-Cas-ctrl,pos,10.46
PLT-C-PHH-Cas-ctrl,pos,9.29
PLT-C-PHH-Cas-ctrl,pos,11.51
PLT-C-PHH-Cas-ctrl,pos,10.08
PLT-C-PHH-Cas-ctrl,pos,9.12
PLT-C-PHH-Cas-ctrl,pos,11.19
PLT-C-PHH-Cas-ctrl,pos,11.46
PLT-C-PBM-IFN-ctrl,neg,99.14
PLT-C-PBM-IFN-ctrl,neg,100.13
PLT-C-PBM-IFN-ctrl,neg,100.16
PLT-C-PBM-IFN-ctrl,neg,99.82
PLT-C-PBM-IFN-ctrl,neg,97.36
PLT-C-PBM-IFN-ctrl,neg,102.49
PLT-C-PBM-IFN-ctrl,neg,102.13
PLT-C-PBM-IFN-ctrl,neg,97.91
PLT-C-PBM-IFN-ctrl,pos,9.76
PLT-C-PBM-IFN-ctrl,pos,9.82
PLT-C-PBM-IFN-ctrl,pos,9.07
PLT-C-PBM-IFN-ctrl,pos,9.46
PLT-C-PBM-IFN-ctrl,pos,9.71
PLT-C-PBM-IFN-ctrl,pos,8.85
PLT-C-PBM-IFN-ctrl,pos,10.14
PLT-C-PBM-IL6-ctrl,neg,97.08
PLT-C-PBM-IL6-ctrl,neg,104.65
PLT-C-PBM-IL6-ctrl,neg,100.14
PLT-C-PBM-IL6-ctrl,neg,101.0
PLT-C-PBM-IL6-ctrl,neg,98.92
PLT-C-PBM-IL6-ctrl,neg,98.69
PLT-C-PBM-IL6-ctrl,neg,103.83
PLT-C-PBM-IL6-ctrl,neg,96.17
PLT-C-PBM-IL6-ctrl,pos,10.22
PLT-C-PBM-IL6-ctrl,pos,9.03
PLT-C-PBM-IL6-ctrl,pos,9.68
PLT-C-PBM-IL6-ctrl,pos,9.49
PLT-C-PBM-IL6-ctrl,pos,9.21
PLT-C-PBM-IL6-ctrl,pos,10.03
PLT-C-PBM-IL6-ctrl,pos,7.95
PLT-C-PBM-IL6-ctrl,pos,9.75
PLT-C-PBM-TNF-ctrl,neg,100.5
PLT-C-PBM-TNF-ctrl,neg,100.02
PLT-C-PBM-TNF-ctrl,neg,100.42
PLT-C-PBM-TNF-ctrl,neg,96.95
PLT-C-PBM-TNF-ctrl,neg,101.33
PLT-C-PBM-TNF-ctrl,neg,100.01
PLT-C-PBM-TNF-ctrl,neg,105.11
PLT-C-PBM-TNF-ctrl,neg,99.22
PLT-C-PBM-TNF-ctrl,pos,10.26
PLT-C-PBM-TNF-ctrl,pos,12.26
PLT-C-PBM-TNF-ctrl,pos,9.95
PLT-C-PBM-TNF-ctrl,pos,11.22
PLT-C-PBM-TNF-ctrl,pos,9.07
PLT-C-PBM-TNF-ctrl,pos,10.34
PLT-C-PBM-C3a-ctrl,neg,99.0
PLT-C-PBM-C3a-ctrl,neg,102.21
PLT-C-PBM-C3a-ctrl,neg,98.39
PLT-C-PBM-C3a-ctrl,neg,102.18
PLT-C-PBM-C3a-ctrl,neg,100.2
PLT-C-PBM-C3a-ctrl,neg,104.65
PLT-C-PBM-C3a-ctrl,neg,100.64
PLT-C-PBM-C3a-ctrl,pos,9.92
PLT-C-PBM-C3a-ctrl,pos,10.46
PLT-C-PBM-C3a-ctrl,pos,9.73
PLT-C-PBM-C3a-ctrl,pos,8.56
PLT-C-PBM-C3a-ctrl,pos,9.81
PLT-C-PBM-C3a-ctrl,pos,9.79
PLT-C-PBM-C3a-ctrl,pos,8.73
PLT-C-PBM-C3a-ctrl,pos,9.94
PLT-C-PBM-C5a-ctrl,neg,97.79
PLT-C-PBM-C5a-ctrl,neg,99.4
PLT-C-PBM-C5a-ctrl,neg,99.71
PLT-C-PBM-C5a-ctrl,neg,97.75
PLT-C-PBM-C5a-ctrl,neg,101.58
PLT-C-PBM-C5a-ctrl,neg,99.16
PLT-C-PBM-C5a-ctrl,neg,100.57
PLT-C-PBM-C5a-ctrl,pos,9.9
PLT-C-PBM-C5a-ctrl,pos,10.67
PLT-C-PBM-C5a-ctrl,pos,9.25
PLT-C-PBM-C5a-ctrl,pos,8.88
PLT-C-PBM-C5a-ctrl,pos,9.75
PLT-C-PBM-C5a-ctrl,pos,10.05
PLT-C-PBM-C5a-ctrl,pos,9.01
PLT-C-PBM-C5a-ctrl,pos,8.89
PLT-C-PBM-TLR-ctrl,neg,98.68
PLT-C-PBM-TLR-ctrl,neg,99.17
PLT-C-PBM-TLR-ctrl,neg,97.5
PLT-C-PBM-TLR-ctrl,neg,99.07
PLT-C-PBM-TLR-ctrl,neg,99.53
PLT-C-PBM-TLR-ctrl,neg,101.46
PLT-C-PBM-TLR-ctrl,neg,97.47
PLT-C-PBM-TLR-ctrl,pos,8.72
PLT-C-PBM-TLR-ctrl,pos,10.17
PLT-C-PBM-TLR-ctrl,pos,10.06
PLT-C-PBM-TLR-ctrl,pos,9.56
PLT-C-PBM-TLR-ctrl,pos,9.63
PLT-C-PBM-TLR-ctrl,pos,10.31
PLT-C-PBM-TLR-ctrl,pos,11.11
PLT-C-PBM-TLR-ctrl,pos,9.38
PLT-D-PHH-Cel-ctrl,neg,98.1
PLT-D-PHH-Cel-ctrl,neg,97.89
PLT-D-PHH-Cel-ctrl,neg,100.52
PLT-D-PHH-Cel-ctrl,neg,98.91
PLT-D-PHH-Cel-ctrl,neg,97.57
PLT-D-PHH-Cel-ctrl,neg,102.65
PLT-D-PHH-Cel-ctrl,neg,101.84
PLT-D-PHH-Cel-ctrl,neg,96.14
PLT-D-PHH-Cel-ctrl,pos,8.82
PLT-D-PHH-Cel-ctrl,pos,10.47
PLT-D-PHH-Cel-ctrl,pos,9.77
PLT-D-PHH-Cel-ctrl,pos,11.2
PLT-D-PHH-Cel-ctrl,pos,10.49
PLT-D-PHH-Cel-ctrl,pos,10.24
PLT-D-PHH-Cel-ctrl,pos,9.18
PLT-D-PHH-Cel-ctrl,pos,10.39
PLT-D-PHH-LDH-ctrl,neg,100.67
PLT-D-PHH-LDH-ctrl,neg,99.42
PLT-D-PHH-LDH-ctrl,neg,98.19
PLT-D-PHH-LDH-ctrl,neg,102.03
PLT-D-PHH-LDH-ctrl,neg,100.2
PLT-D-PHH-LDH-ctrl,neg,99.54
PLT-D-PHH-LDH-ctrl,neg,102.68
PLT-D-PHH-LDH-ctrl,neg,96.33
PLT-D-PHH-LDH-ctrl,pos,11.02
PLT-D-PHH-LDH-ctrl,pos,9.3
PLT-D-PHH-LDH-ctrl,pos,9.53
PLT-D-PHH-LDH-ctrl,pos,9.26
PLT-D-PHH-LDH-ctrl,pos,11.05
PLT-D-PHH-LDH-ctrl,pos,11.48
PLT-D-PHH-LDH-ctrl,pos,9.82
PLT-D-PHH-ALT-ctrl,neg,100.77
PLT-D-PHH-ALT-ctrl,neg,101.0
PLT-D-PHH-ALT-ctrl,neg,99.31
PLT-D-PHH-ALT-ctrl,neg,100.37
PLT-D-PHH-ALT-ctrl,neg,100.47
PLT-D-PHH-ALT-ctrl,neg,95.14
PLT-D-PHH-ALT-ctrl,neg,101.29
PLT-D-PHH-ALT-ctrl,neg,100.3
PLT-D-PHH-ALT-ctrl,pos,10.45
PLT-D-PHH-ALT-ctrl,pos,8.97
PLT-D-PHH-ALT-ctrl,pos,9.75
PLT-D-PHH-ALT-ctrl,pos,9.13
PLT-D-PHH-ALT-ctrl,pos,10.6
PLT-D-PHH-ALT-ctrl,pos,8.88
PLT-D-PHH-ALT-ctrl,pos,9.26
PLT-D-PHH-ALT-ctrl,pos,10.43
PLT-D-PHH-Cas-ctrl,neg,97.46
PLT-D-PHH-Cas-ctrl,neg,98.25
PLT-D-PHH-Cas-ctrl,neg,98.38
PLT-D-PHH-Cas-ctrl,neg,99.64
PLT-D-PHH-Cas-ctrl,neg,103.97
PLT-D-PHH-Cas-ctrl,neg,98.13
PLT-D-PHH-Cas-ctrl,neg,98.05
PLT-D-PHH-Cas-ctrl,neg,97.73
PLT-D-PHH-Cas-ctrl,pos,10.51
PLT-D-PHH-Cas-ctrl,pos,9.97
PLT-D-PHH-Cas-ctrl,pos,9.28
PLT-D-PHH-Cas-ctrl,pos,9.71
PLT-D-PHH-Cas-ctrl,pos,9.37
PLT-D-PHH-Cas-ctrl,pos,10.24
PLT-D-PHH-Cas-ctrl,pos,12.15
PLT-D-PHH-Cas-ctrl,pos,10.44
PLT-D-PBM-IFN-ctrl,neg,99.95
PLT-D-PBM-IFN-ctrl,neg,94.11
PLT-D-PBM-IFN-ctrl,neg,103.36
PLT-D-PBM-IFN-ctrl,neg,99.4
PLT-D-PBM-IFN-ctrl,neg,98.35
PLT-D-PBM-IFN-ctrl,neg,97.75
PLT-D-PBM-IFN-ctrl,neg,99.33
PLT-D-PBM-IFN-ctrl,neg,98.87
PLT-D-PBM-IFN-ctrl,pos,9.41
PLT-D-PBM-IFN-ctrl,pos,9.45
PLT-D-PBM-IFN-ctrl,pos,10.42
PLT-D-PBM-IFN-ctrl,pos,11.62
PLT-D-PBM-IFN-ctrl,pos,10.66
PLT-D-PBM-IFN-ctrl,pos,10.9
PLT-D-PBM-IFN-ctrl,pos,9.7
PLT-D-PBM-IFN-ctrl,pos,10.08
PLT-D-PBM-IL6-ctrl,neg,99.13
PLT-D-PBM-IL6-ctrl,neg,98.21
PLT-D-PBM-IL6-ctrl,neg,99.55
PLT-D-PBM-IL6-ctrl,neg,96.09
PLT-D-PBM-IL6-ctrl,neg,99.17
PLT-D-PBM-IL6-ctrl,neg,99.47
PLT-D-PBM-IL6-ctrl,neg,97.85
PLT-D-PBM-IL6-ctrl,neg,101.5
PLT-D-PBM-IL6-ctrl,pos,9.82
PLT-D-PBM-IL6-ctrl,pos,9.49
PLT-D-PBM-IL6-ctrl,pos,9.74
PLT-D-PBM-IL6-ctrl,pos,10.28
PLT-D-PBM-IL6-ctrl,pos,10.06
PLT-D-PBM-IL6-ctrl,pos,9.44
PLT-D-PBM-IL6-ctrl,pos,9.96
PLT-D-PBM-TNF-ctrl,neg,99.96
PLT-D-PBM-TNF-ctrl,neg,98.84
PLT-D-PBM-TNF-ctrl,neg,99.43
PLT-D-PBM-TNF-ctrl,neg,97.03
PLT-D-PBM-TNF-ctrl,neg,97.02
PLT-D-PBM-TNF-ctrl,neg,96.55
PLT-D-PBM-TNF-ctrl,neg,102.17
PLT-D-PBM-TNF-ctrl,neg,96.88
PLT-D-PBM-TNF-ctrl,pos,11.56
PLT-D-PBM-TNF-ctrl,pos,9.42
PLT-D-PBM-TNF-ctrl,pos,11.39
PLT-D-PBM-TNF-ctrl,pos,9.71
PLT-D-PBM-TNF-ctrl,pos,8.75
PLT-D-PBM-TNF-ctrl,pos,11.03
PLT-D-PBM-TNF-ctrl,pos,11.12
PLT-D-PBM-TNF-ctrl,pos,9.28
PLT-D-PBM-C3a-ctrl,neg,96.88
PLT-D-PBM-C3a-ctrl,neg,99.77
PLT-D-PBM-C3a-ctrl,neg,101.63
PLT-D-PBM-C3a-ctrl,neg,97.24
PLT-D-PBM-C3a-ctrl,neg,100.55
PLT-D-PBM-C3a-ctrl,neg,101.57
PLT-D-PBM-C3a-ctrl,neg,96.33
PLT-D-PBM-C3a-ctrl,neg,99.46
PLT-D-PBM-C3a-ctrl,pos,11.32
PLT-D-PBM-C3a-ctrl,pos,10.44
PLT-D-PBM-C3a-ctrl,pos,8.5
PLT-D-PBM-C3a-ctrl,pos,10.53
PLT-D-PBM-C3a-ctrl,pos,9.4
PLT-D-PBM-C3a-ctrl,pos,10.55
PLT-D-PBM-C3a-ctrl,pos,9.45
PLT-D-PBM-C3a-ctrl,pos,9.96
PLT-D-PBM-C5a-ctrl,neg,101.4
PLT-D-PBM-C5a-ctrl,neg,98.83
PLT-D-PBM-C5a-ctrl,neg,101.22
PLT-D-PBM-C5a-ctrl,neg,95.26
PLT-D-PBM-C5a-ctrl,neg,99.23
PLT-D-PBM-C5a-ctrl,neg,102.33
PLT-D-PBM-C5a-ctrl,neg,99.66
PLT-D-PBM-C5a-ctrl,neg,98.34
PLT-D-PBM-C5a-ctrl,pos,9.47
PLT-D-PBM-C5a-ctrl,pos,7.58
PLT-D-PBM-C5a-ctrl,pos,9.19
PLT-D-PBM-C5a-ctrl,pos,10.85
PLT-D-PBM-C5a-ctrl,pos,9.53
PLT-D-PBM-C5a-ctrl,pos,9.63
PLT-D-PBM-C5a-ctrl,pos,8.13
PLT-D-PBM-C5a-ctrl,pos,8.7
PLT-D-PBM-TLR-ctrl,neg,102.03
PLT-D-PBM-TLR-ctrl,neg,101.35
PLT-D-PBM-TLR-ctrl,neg,100.27
PLT-D-PBM-TLR-ctrl,neg,101.43
PLT-D-PBM-TLR-ctrl,neg,98.21
PLT-D-PBM-TLR-ctrl,neg,100.4
PLT-D-PBM-TLR-ctrl,neg,100.6
PLT-D-PBM-TLR-ctrl,neg,97.34
PLT-D-PBM-TLR-ctrl,pos,10.38
PLT-D-PBM-TLR-ctrl,pos,9.0
PLT-D-PBM-TLR-ctrl,pos,9.66
PLT-D-PBM-TLR-ctrl,pos,10.03
PLT-D-PBM-TLR-ctrl,pos,9.42
PLT-D-PBM-TLR-ctrl,pos,10.07
PLT-D-PBM-TLR-ctrl,pos,10.05
PLT-D-PBM-TLR-ctrl,pos,9.34
PLT-E-PHH-Cel-ctrl,neg,99.08
PLT-E-PHH-Cel-ctrl,neg,97.71
PLT-E-PHH-Cel-ctrl,neg,98.86
PLT-E-PHH-Cel-ctrl,neg,99.92
PLT-E-PHH-Cel-ctrl,neg,100.35
PLT-E-PHH-Cel-ctrl,neg,95.73
PLT-E-PHH-Cel-ctrl,neg,99.56
